household_id,city,occupants,income_bracket,home_size_sqft,has_solar_panel,daily_kwh,thermostat_setting,avg_temp,month
d9c2cb59-6d28-419c-9ed6-538bab9bb034,Jeremyshire,4,Medium,1117,0,38.868,61.0,22.6,8
b1161ea6-7fa4-4941-b8f6-1a90795b5d0f,East Thomasville,2,High,1501,0,25.64,66.0,18.4,12
9619d941-0bf8-40ac-b43d-bdb74f66c00e,Wilsontown,2,Low,1816,0,31.57,72.0,33.4,4
e444f618-8b33-4fd7-af74-b4f324eef81c,Lake Daniel,1,Low,820,0,31.692,,31.2,8
b43d5b09-7932-4374-b16a-222d2589fb34,Lake Blake,5,Low,2538,0,29.47,71.0,18.3,3
8f9981c0-4e4e-47d4-bee2-90add8f67a24,Paulside,4,Low,1695,0,25.53,66.0,24.8,11
56d7ea6a-0383-42be-a455-bb071bb68430,Lake Mollyport,2,Medium,1982,0,28.62,61.0,34.2,6
8c217590-f571-404d-9fe6-c9bfaba466ae,Marcustown,1,High,2873,1,26.03,,23.2,9
a1ebffe9-7851-416c-9441-1e6551fa40a1,Nicholasmouth,3,Low,865,0,25.31,70.0,24.0,1
d9fdde46-36c8-45f0-bc93-45b504b38cc4,North Cynthiaside,4,High,1062,1,27.73,76.0,21.8,4
bf80fdf7-d62b-4ec0-b9ab-fcc103e21004,Lopezside,2,Low,1271,1,20.81,74.0,24.8,2
8f7427c2-0fa4-442e-a943-74b10229e214,Ericaburgh,5,Low,1142,1,33.41,79.0,26.9,11
d52f52f1-5f35-4dc8-8acc-02e22eec83e9,South Sabrinachester,1,Low,1517,1,47.19,70.0,16.8,10
6f51cc93-4259-4705-94bd-2b2fc2f1fa0a,North Melissa,2,Low,2494,0,36.888,68.0,16.9,8
9fb66067-8e71-4c55-82bd-fca33785820b,West Jody,5,High,2038,1,15.83,76.0,30.4,5
1189a8eb-207a-4c7b-b6ca-dedcc7e44b99,North Melvin,2,Low,2825,1,29.41,79.0,34.7,5
6f1c773e-d1eb-4800-b3f1-fa2f0aaff32f,Ericside,4,Medium,1855,1,44.04,69.0,24.8,4
f4bf27bb-a139-48aa-8a17-43dd4b4e1368,Port Julie,4,Medium,814,0,30.58,63.0,32.2,11
d0d41cb2-66d0-489a-a883-df7ac500f948,West Julieton,4,High,2669,1,25.295999999999996,63.0,32.4,6
7d55f92e-3c62-4f62-905f-efddc79675d2,Boydville,1,Low,816,1,51.72,75.0,22.4,8
da0b73bf-ce84-4dc0-a203-b3f92431e7b6,Johnfurt,4,Low,2579,1,28.16,60.0,21.6,10
f53cdb8d-a400-4017-bfcd-1ba22b2fe501,New Luisport,5,Low,2749,0,34.5,66.0,29.6,3
1fc48fa4-b132-4b11-9e47-d867a5385f07,Milestown,2,Medium,880,0,22.05,61.0,33.2,5
1756c5de-52a5-4e46-9782-e3fd11918f16,Christopherside,3,Low,1818,0,24.51,,32.1,10
6b944971-0cfa-435b-9d7e-73e341dc2251,West Donna,5,High,1579,1,24.39,61.0,21.4,12
5d6cc3d2-f822-4e28-95fd-2401d90821ca,Meaganport,5,Medium,2624,1,34.21,75.0,22.1,9
ea8d1452-4686-4dfd-9322-de53a3faf3aa,East Randyfurt,4,Medium,2930,0,43.22,63.0,29.7,12
bef8d9e4-dbd7-43f8-9d22-8d90ac3e0c29,East Rebeccaburgh,1,Medium,1124,0,37.212,,21.3,6
d22b0b6f-ba92-4857-be29-4f1442d51d90,Rebeccaville,2,Low,2898,1,30.72,69.0,32.0,4
43894b68-c9f8-4f73-9199-4304656d1ceb,Meganton,1,Medium,1850,0,29.57,62.0,25.2,9
15cbeca6-d18f-4e41-84fa-f129617563d2,East Erika,2,High,1476,0,25.97,68.0,20.9,3
1010e525-69d3-4399-84b9-785d6aa43965,East Julia,2,High,2829,0,22.49,66.0,20.7,11
53900db3-84bb-44b6-824d-c516ffb04d61,New Scottland,1,High,2811,0,25.48,78.0,30.7,1
05fcd11a-f74d-48b8-92eb-e997052cbabc,Albertberg,5,High,1592,1,28.07,67.0,17.5,9
f2fc8aa1-7469-446e-84ea-76390fae2d05,New Heidi,2,Low,1994,1,38.84,77.0,33.6,4
6869d04c-c198-4aa1-ba6b-51720f350229,Chapmanview,1,Low,2964,1,46.06,63.0,23.3,3
5f0044df-05c8-4263-8a4e-478bfb29c58e,Lake Jessica,2,Low,1704,1,32.15,64.0,31.9,5
15137725-8704-4ff8-811d-b64083e57a78,New Adam,3,Low,1301,0,38.32,75.0,30.8,2
649e1899-16a3-4d19-a0c8-e84affe593d4,Jonesshire,5,Low,1598,0,37.32,,30.6,4
a164aa97-3798-4f54-b50b-b9bd2c370553,Aaronport,4,Medium,1923,1,30.69,65.0,28.5,11
338210b8-ec39-4bd1-bef2-573e922fd6d1,Lake Michelle,2,Medium,1942,0,25.03,71.0,25.0,12
a1214fc9-6917-489f-9d95-7e37e1c9a965,New Ann,3,High,2916,1,15.95,79.0,22.8,1
7aaaf4ce-f61e-4978-9b37-671671730f81,New Nicole,4,Medium,1020,0,22.02,64.0,26.6,2
85e709d1-db3c-406e-af1b-25bcd6e7ee55,Barkerfurt,4,High,1730,0,22.452,78.0,25.5,8
b2994e6a-88e3-4d77-9f42-fcec1a80a7c6,New Michaelfort,2,Low,1685,0,43.152,72.0,22.0,8
66430c46-fd1a-410f-8ba1-cb62fc189bb5,Lake Aaron,1,Low,1061,0,43.0,72.0,24.9,9
af44c2ff-638a-4bab-9bb1-71245f7bcda8,East Karenberg,2,Medium,2071,0,27.84,63.0,22.3,12
27efa974-af40-4e75-a92c-6d79f34dac5e,Edwinport,3,Low,1597,1,43.02,70.0,28.2,3
92e83601-b444-4aec-85e4-53c7366a0cb1,North Melanie,4,Low,2080,0,29.67,65.0,31.7,3
b836fad6-5bd4-4cbd-9fb1-f3259c3fae56,North Cassandraland,2,Low,1216,0,28.055999999999997,68.0,30.7,7
05d0231d-b3f1-4d09-88b9-9347a975900d,North Mallorystad,1,Low,2900,0,34.95,79.0,21.8,3
5d022aca-993b-4872-8906-a5aef52e9937,Lake Allison,2,Medium,2587,0,57.288000000000004,66.0,25.2,8
da643eb1-aeeb-4a3f-b861-0e85adb5d02c,South Gregory,5,Medium,837,1,32.62,71.0,15.2,2
f71f48a2-24e2-405f-b663-9690bc60d948,Taylorberg,1,Medium,1645,1,34.98,69.0,32.4,5
571e91d6-facd-4f81-9832-f7bce355cf41,Lake Ebonyside,3,Medium,1697,1,32.73,62.0,19.9,4
76e36c3e-7037-4c05-93bc-904859d19586,Harveyfurt,4,Low,852,1,33.1,66.0,23.8,4
5c9c54f5-d0f2-4a96-b965-8bee9e3f81ba,Zacharyfurt,2,Low,1405,1,26.9,69.0,18.1,2
2403bbc2-b414-4be0-a759-59c242ba12d1,Lake Nicholas,1,Low,1251,0,31.32,60.0,28.6,11
4184438f-1e13-4ea1-b1c8-a9c160648820,Santiagoborough,5,Low,1260,0,34.72,71.0,25.9,1
c151b09d-c10c-418d-b7e2-587cf5ea4707,East Austin,1,Medium,1574,0,42.25,60.0,22.3,12
95021b32-fb45-4a04-af64-13211f4b7f36,Lake Shane,5,Medium,2658,0,23.83,72.0,25.7,5
b54aadde-4d4f-407a-8a5a-689180bd81bb,Davidmouth,3,Medium,1960,0,36.44,66.0,18.4,3
26dce7ef-cdcb-479f-9124-4578fd585ef7,Port Michealhaven,4,Low,2195,0,40.65,77.0,30.5,3
f5ff4ab1-26a5-4765-9ad6-0e1d3b38a0c5,Nelsonburgh,3,Medium,1860,0,32.1,67.0,20.3,4
f3cdeaed-b534-4eb9-8b37-a1967860bbb5,Mckeeport,2,Medium,2477,0,36.55,65.0,27.3,5
4bf4ed25-73d8-4aac-9810-a0737934b03e,South Ellenshire,1,Medium,2082,0,49.044,74.0,33.0,8
d61781d5-fcc5-41ba-81b7-40ce63b613bb,Graymouth,5,Medium,2146,0,34.03,77.0,15.8,5
f53bc714-e73e-44fd-8754-4717c58d1900,New Danielton,5,Medium,2688,1,36.288,63.0,22.8,8
9f564df2-633c-4eff-a833-77edfd22331e,North Mark,1,Medium,1284,0,44.64,71.0,17.7,2
e40715a0-8a69-435c-96af-fe97db0a16d3,Richardfurt,1,Medium,891,1,50.09,67.0,33.2,11
8906d0e7-d381-4f7f-a1e7-7ce8aec8a34a,Donaldborough,2,Low,1987,1,26.31,64.0,22.2,4
e5594d60-2239-4a65-87ad-557a00c1bb4f,Port Evelynmouth,3,Medium,2158,0,52.488,61.0,19.3,8
1067ebb9-7467-4d7a-87de-4297bfcdcb65,Port Joseph,5,Low,2737,0,36.22,,28.5,2
a0655b0f-e14c-4b48-ba07-d3f9a5acfae2,Gabriellemouth,2,Low,2509,0,33.9,63.0,25.9,10
f847a445-a05f-4ef5-a1a5-8661103809fb,Amyfort,3,High,2930,1,29.09,78.0,31.3,1
3809b8cd-6783-4400-9a12-b5508cbe2205,Larrymouth,2,High,2789,1,20.61,67.0,30.1,12
3e54161f-8a8f-4788-8a57-de1e56e39296,Herrerastad,5,Low,977,0,33.636,60.0,34.5,7
8d46d771-23cc-4291-8f8b-219b8f3ecddc,East Kristinport,1,Medium,1049,0,30.63,71.0,16.8,1
f295bc51-dede-41e8-8d2a-21507a0ac7eb,East Robertborough,1,Low,1564,0,45.71,65.0,16.6,11
6abc6ebc-874e-407e-b92f-cbd8634fdb3b,South Mathew,3,Medium,890,1,43.284,79.0,33.1,8
417e335b-7a9b-409e-af0f-df4fb162251d,South Karenshire,4,High,1138,0,31.116,66.0,34.1,7
65d815f1-bb2c-45e2-aacc-fbafe2db584b,Vaughnfurt,3,High,2461,1,24.97,70.0,23.1,10
ad426da9-946d-41ad-9315-da573cdff8a4,Webermouth,4,Medium,2672,0,26.62,68.0,24.1,4
8efb24a7-8054-4d04-8ac4-8bdaeff23570,Amandaberg,2,Low,968,1,37.29,67.0,22.4,10
615fcc0b-026a-4bd3-88ee-2be9dfa44c5d,Lake Krystal,2,Medium,1579,1,33.64,76.0,30.6,4
8c5d77db-2d4d-4c1c-ac69-af61c7a09f21,West Markborough,5,Low,969,0,40.98,70.0,30.4,8
a2553f35-1a5c-48a0-b1a6-f0e77a6f7a85,Martinmouth,4,High,937,0,23.49,75.0,19.4,10
b4f74aa0-1eab-496e-bc36-3bfb6ca78b64,Collinstown,5,High,1318,1,18.88,68.0,22.7,11
99d10e8a-88a2-44fe-b649-7e65526e1b09,Parkerview,1,Medium,2221,0,25.28,,19.2,4
52a6dd3c-cb42-4512-8351-8de6d12a46c5,West Jonathan,4,Low,1959,1,42.29,63.0,15.9,11
0adbbfcf-ccee-4701-b4f9-ac19106c7e37,South Traci,3,Low,1508,0,41.53,62.0,16.1,12
e5ce2484-0eb0-44c6-b5aa-eeff4be6d193,New Andrew,1,Low,2090,0,43.09,71.0,17.9,11
2a0752db-cf51-441b-a36d-fe9f74157719,Millerfurt,1,High,2835,1,20.22,77.0,15.6,9
3accee0a-a495-490b-bf3c-a8793bb22065,East Laurie,3,Medium,906,0,23.29,63.0,23.5,4
71a6c590-a9ae-4604-a11d-1aba50047917,Rosariochester,1,Low,2985,0,49.5,75.0,16.3,11
84786600-1f02-4ca4-97f6-8df9511fd097,Port Charlottefurt,4,Medium,2894,0,30.599999999999998,66.0,31.9,6
3c03afdb-8036-40c3-9115-a0aafec2f401,South Stephanie,5,High,2812,0,15.64,69.0,29.2,12
de133058-bbec-4b4c-8e93-a0aaebeb38ea,Port Saraton,1,Low,2488,1,48.168,60.0,30.7,7
3e7b178c-73c2-4bc4-ad37-0c1821fe2ed2,Brandtmouth,4,High,805,0,22.98,73.0,27.3,11
4fb33cfc-5fa6-480b-b967-808ad2452e46,Derekburgh,2,High,1322,1,27.695999999999998,77.0,28.3,7
f1919718-8001-4685-8a6c-60145a58e72e,Lake Robert,4,High,2478,1,22.15,60.0,17.3,5
4ed08046-7222-4323-9963-1c3fec9ad7c1,Deanfurt,5,Low,865,0,34.931999999999995,,16.2,7
a0bae2ad-5eb1-4a07-bbc2-5afc2f45c63a,Lake Catherine,4,Low,1297,0,47.16,77.0,34.8,8
aff437bb-82d6-418c-b89f-ba6b4647da04,Contrerasside,3,Low,2292,0,44.87,76.0,22.5,11
c56ecb1a-85d5-49a8-bac4-00ee8c728609,West Linda,5,Low,1800,0,49.76,70.0,16.0,10
e9d0f8fe-57da-41fe-bdcd-77f7ebb08307,Smithland,2,Low,2462,0,26.07,61.0,18.2,10
fc600220-0d64-4df5-b959-62d109567df4,Port Jaredborough,3,Medium,2817,0,23.89,67.0,32.5,4
b7c147dc-67a8-441d-a8e1-0ea7243f73b0,Hicksfurt,4,Medium,2542,0,43.19,64.0,19.1,11
c58dea94-43cd-4e77-98fe-f92d11436ad5,Reynoldschester,5,High,2424,1,18.5,63.0,24.3,4
51c5efb7-7422-42cd-b20a-69b2e2efd4a4,Port Bobbyview,2,Low,1840,0,37.58,62.0,28.3,2
4f7e7623-a11d-40b5-845d-ac6376af6917,Marystad,3,Medium,2289,0,35.19,70.0,34.3,2
9cb5a7eb-02db-4266-aa8d-71f3e2d4d5a7,Lake Kevin,2,Medium,1162,0,37.72,74.0,15.3,11
d7bd48e8-fcc7-4f8b-86ac-1b91a865a9cf,New Brendaland,4,Medium,2434,0,40.69,66.0,24.8,10
e7e76af4-1fad-444f-b302-6c28cb143ac2,Harmonchester,2,High,1324,1,26.44,62.0,34.9,12
34c76374-111f-4a32-b7d8-c1d25a954b66,West Deniseberg,1,Medium,1630,0,28.9,76.0,17.4,12
97dac2db-5684-4794-9eec-098140fe10ea,Lawrencefurt,3,High,2522,0,20.32,,17.5,12
49d169e5-33a3-4be1-87be-ad61d6b45c9c,Alisonbury,2,Low,1219,0,34.92,76.0,16.7,8
9c32cd3f-0158-48c9-a580-e15a75715ae3,Port Stephenhaven,4,Medium,932,0,29.19,79.0,25.2,9
421f752d-9aa9-4ffc-ab1a-df90df6c076f,Bruceport,4,Low,2861,0,20.4,70.0,22.0,11
a89efda8-8271-4d45-a3d9-4688caeb3ff0,East James,2,Low,1867,0,37.71,77.0,29.3,10
4001ef8a-521d-4883-9ffd-554b2687904a,Lake Debrashire,4,Low,2200,0,48.26,65.0,26.4,9
dfd904ef-9965-49b2-a456-ea969e633ff5,New Scottbury,5,Low,2219,0,42.01,73.0,26.6,12
19ae8cc9-27bf-49cb-88a4-bfa12b6084a5,Lake John,5,Low,2644,1,28.02,64.0,25.2,3
91e047a3-a82d-464a-b400-f484410acc9f,East Sueburgh,5,Low,1429,0,40.04,74.0,34.8,1
7738cbbf-d562-4b09-95e4-1d0786b5b013,New Joshua,1,Low,1120,0,28.5,61.0,25.8,10
951656b4-b3b2-4c80-aa73-e3cd88943fb4,Kochmouth,2,High,1954,1,23.77,78.0,16.4,2
24be1881-773d-48cb-8faf-db9721892eb7,Chavezburgh,1,Low,2634,1,54.168,74.0,21.4,8
80688320-1536-43cd-a185-bd95a4c8ff82,Smithstad,4,Medium,2022,0,30.27,68.0,30.6,3
1a04546e-3344-4d6a-9d9d-b25efb790406,Carlmouth,1,Low,1704,1,19.9,64.0,27.6,12
5a270732-44d8-412e-98af-90d3dd756109,Ryanview,4,High,835,1,20.1,61.0,28.7,2
12a91469-50ea-4949-b8c2-c0bf749af211,Ericfort,4,High,2390,1,23.68,60.0,33.4,4
372a3492-a784-462b-99e4-71cd9953fe26,Joshuahaven,3,Medium,811,1,37.13,62.0,23.9,5
aec1654c-ea88-4834-8939-c6b0bfaad122,Newtonport,5,Medium,2930,1,28.47,,15.4,2
a55ef1f5-8c95-4371-ae76-22e06275c95c,Rowlandview,4,Low,2231,0,20.33,79.0,34.8,3
c1321618-21dd-41d8-9377-9d41ff50d426,South Emily,3,High,2786,0,28.116,75.0,24.1,6
758fab65-63ee-410c-8d1e-0eaeb8a91c45,Carterstad,5,High,2567,0,17.69,65.0,17.0,1
788b1d3f-c447-4c63-9d35-b1eb8c9caaf7,Port Amandashire,4,High,2234,1,24.14,67.0,26.0,12
5bd7ab7a-835e-4d4d-82af-253be94081eb,Lake Matthewmouth,4,Medium,1756,1,32.21,62.0,26.8,12
99debba5-979b-41ce-9643-fab179c048c0,Lake Raymond,1,Low,1512,0,25.49,71.0,26.3,2
d4f5c65f-1bac-423d-bdde-424b4ecc729a,Smithmouth,1,High,2842,1,19.38,60.0,34.3,7
f2527316-608c-4ee0-a68e-d9b410c98ada,New Stephanieport,5,Low,2079,0,29.9,79.0,21.4,2
a5381ab1-825a-413d-a453-ffac9cf861d9,Jillbury,4,Medium,1040,0,49.71,73.0,15.7,5
828e2911-b41d-4033-b285-686f0e92fed1,West Albert,2,Low,2755,0,20.05,70.0,33.4,12
303adabd-4c90-4d0c-840c-0bc0876edc65,Grahammouth,1,High,2812,1,25.44,79.0,18.8,4
bfa02c6a-a703-4d81-accf-95a22da9f95d,Port Ricardo,5,Low,1695,0,22.48,66.0,30.0,12
307950d4-65cf-4f83-8265-9664054ff4bb,East Amandaport,4,Low,2275,1,45.34,63.0,19.1,1
19725786-b87d-4753-88bd-219ec21a0050,Port Lisaburgh,4,Medium,1824,0,32.33,65.0,31.6,12
d0604fd0-a277-43a9-9c03-c173211efc52,Lake Samantha,2,Medium,1400,0,43.4,73.0,33.1,5
5049e3a6-ae74-4746-a6a5-06706bf1b5b5,Hallstad,5,Medium,1398,0,41.08,69.0,17.1,4
b7249801-1c7d-45be-8477-de6427910e5e,West Sherryton,4,Low,2684,0,57.12,63.0,17.9,8
074e1aea-8335-423a-9711-4f27e71b4bbc,Ruizborough,1,Low,1942,0,20.63,72.0,33.5,2
8da506db-3cc9-4222-a218-a2c4c85c59b9,New Emmamouth,2,Medium,1811,1,25.8,67.0,30.4,5
14376fc5-5b09-4a3c-9f3d-f93196d9fd20,Zacharyshire,5,High,2328,0,23.61,77.0,15.8,12
d48fc287-c825-4b75-8a7d-3909ddb9c66a,West Patrick,2,High,1903,1,26.72,64.0,18.6,11
0b950af9-3dcd-4f84-a87b-ca879cd2b921,Stephaniefort,1,Medium,2446,0,41.41,71.0,23.2,10
dc5ed429-bb5c-429c-8a7a-3889c2156094,Shermanfort,5,High,2500,0,20.49,64.0,32.3,9
cb79168a-f16f-40d6-b045-f318c6464d94,South Lindsey,2,Medium,1756,0,35.51,,18.0,9
8c6b269f-7cf2-45f1-8d6c-23c34e21af58,New Rickybury,3,Medium,1018,0,47.62,78.0,29.5,11
56d3c90c-7e18-469e-9b25-1182cbfe018d,Ericastad,1,Medium,1526,0,46.54,73.0,16.7,3
86fe0681-cd2d-4b45-ade6-a49f951b675d,South George,1,Medium,2530,0,21.55,70.0,24.3,10
5d186556-ecb3-4de9-a076-36f167624a26,North Natashahaven,1,Medium,2289,0,31.59,79.0,29.6,4
38e6e3fc-8ac3-4062-ab13-69fa629dd97b,Katherineside,3,Medium,2617,0,35.67,70.0,16.3,10
80cf4871-f76c-457e-91fe-14d8081c5243,Higginsmouth,3,Low,1317,0,31.35,,19.1,1
29a09a31-85c3-464d-a86d-7b36365117b0,Burtonfort,4,Low,1611,0,21.61,72.0,30.8,2
2980da11-2f7f-4bb3-bbb6-98a68141397c,Fisherbury,2,Low,2905,0,34.17,65.0,18.3,12
2cabd24b-5cc2-41d2-85c3-53553f9e84b4,New Stephaniehaven,4,Medium,2160,1,48.88,75.0,28.4,12
c4694420-a0f7-4a79-9f5a-a87f4b0fae66,Port Sabrina,2,Low,1613,1,26.532,65.0,27.8,6
29ccb7c8-9a91-4497-97a6-9f38af4e1997,East Elizabeth,3,Low,1413,0,43.31,65.0,25.4,9
66c587f5-2251-4246-bd42-e9c214ff6207,Coreyborough,3,Medium,1225,0,31.152,65.0,19.0,6
ab8c9d91-0a74-45f9-9520-1fb2d66f45e8,Roberthaven,4,Medium,2383,0,38.09,72.0,23.3,1
f97546ae-f243-4991-aea7-37a951f85ed9,Thompsontown,5,Medium,2234,0,31.06,67.0,27.4,5
56bf59f1-189e-4b2f-97bb-78e913db35ac,Josephside,4,Medium,2611,1,30.48,76.0,32.6,4
6f68ebbf-5df5-4f25-a097-60ade5df1dad,Arellanofort,2,High,1682,1,34.992,61.0,31.0,6
fd5cc9a5-2531-4a97-9581-7e523421552a,Laurastad,4,High,2498,1,25.75,65.0,27.1,12
17f5efdb-783b-41be-a1de-b4b6a635579a,North Deannastad,1,High,1231,1,18.07,65.0,19.6,4
50b5c2ba-f8d9-4461-afe3-2b5a2a608fe2,Guzmanmouth,2,Medium,2200,0,45.636,66.0,19.3,8
d0da2ab8-0c89-4e3a-ad29-21e3726efb19,Port Courtney,2,Low,1747,1,43.044,60.0,31.3,8
a360ee98-0348-49f0-b15a-3919b90ffa9f,New Kristenside,5,High,2188,1,25.07,67.0,28.3,11
b451ef19-7093-4b1e-9afe-42f34d2d9ffa,Lake Phillip,3,Low,2467,0,25.871999999999996,62.0,22.2,7
0432180b-56ed-4fdc-a339-21140057169a,Lake Debraton,2,Low,2913,1,43.55,63.0,34.4,10
a5960656-7f90-45bc-b4c9-10012612d75e,Connieton,3,Medium,1711,0,31.83,76.0,32.8,2
72de398c-3301-45fc-b9cb-c03317c015f8,Lake Christopher,4,Low,1190,0,34.583999999999996,,28.4,8
de574b53-0ce1-4eb8-a9e1-1c73bfa3727d,Johnmouth,1,High,882,1,25.36,61.0,22.4,2
8d26cf62-8221-4bc2-a447-d7d3d3a09df8,Kurtborough,5,Medium,1802,1,22.54,73.0,21.2,1
6af3cebc-6041-48d1-969b-849f4d63d62a,Allentown,3,Medium,1280,0,27.78,65.0,33.8,9
52bcbefc-9ba2-4942-8324-e3fd8f0975ca,Clarkborough,2,Medium,1576,1,45.26,77.0,23.9,5
8f667941-9bd2-43ec-887a-c2de323fcfbc,Shaunborough,3,Medium,2554,0,39.959999999999994,,31.0,6
adb2cb18-da1e-4bdd-8880-bae565d80f80,Lake Christopher,2,Low,2048,0,36.59,71.0,33.8,1
f3ec1741-73bd-4cdc-b8ca-2a7dbb4417ae,Rodriguezhaven,3,Medium,1936,0,21.88,,24.8,1
7059e320-6716-464b-a15e-10b4bc70a97d,Tylerville,2,Medium,2335,0,55.284,69.0,28.1,8
396cc912-fcd2-4c50-85a6-e8872acb608e,Lake Shawnport,4,Medium,2711,0,24.88,74.0,16.7,10
4a915920-3879-48e1-a8c5-82746c77883c,New Williamstad,2,Medium,1322,1,25.14,,28.1,11
1b542205-91d5-4b75-8526-ed76d63abba2,Monicachester,2,Low,2732,0,24.93,69.0,19.3,10
f71eac63-1c15-4021-8cd3-dd1a4855b339,South Taylorborough,1,Low,2494,1,34.46,76.0,28.4,5
5a8b07f4-a1fa-4de7-bb26-fe028960a6bd,Jeffreyland,2,Low,1541,0,44.36,72.0,17.0,2
152789cd-013d-4d7a-bc8c-b39bfb0b0e5c,Kristinaton,1,Low,1077,0,33.516,66.0,24.9,7
d2581735-ff2d-43cc-a6e5-a0c0e9daa6c2,South Thomasbury,5,High,947,1,23.25,63.0,25.4,1
377b42de-0afa-4ebc-ba4c-30f4448dc454,Watkinsport,1,High,1577,0,16.35,61.0,24.7,11
66f5a577-b341-4654-b7a0-33fc293410d8,Thompsonton,4,Low,1906,0,49.42,64.0,30.1,4
a84fde9e-f558-4df9-98bb-c00afb592cec,North Kimberly,1,Medium,1218,0,20.41,69.0,30.1,1
89e18ed6-d0c0-47ac-9095-c123c31a029b,Port Sarahborough,5,Medium,1956,1,41.59199999999999,78.0,29.1,8
a7052c92-e07c-44f6-8504-1a6463552a01,Mannton,4,Low,1739,0,39.99,68.0,27.6,5
01222cd1-48a0-43f5-8f0d-099e5e02afd0,New Tracyhaven,3,Low,2819,0,43.61,61.0,33.1,2
0bf39ebc-7ad3-4ba0-a373-4f4ba3777475,Lake Bruce,3,High,2427,1,26.98,,26.5,12
88503db1-e6ef-42a7-beff-df7c6694e309,East Adrian,1,Medium,1041,1,22.39,72.0,22.0,4
6305d653-4486-4838-9c94-66dae26dfd66,Lake Jason,1,High,1798,1,24.16,60.0,16.2,2
5b212b8c-a2d4-4409-8707-ab9319848ca5,Alexview,5,Low,2023,1,27.192,74.0,25.7,8
acaccd65-1335-41b1-b9b8-cbce0b5b7a02,Gibsonchester,5,Medium,2042,0,47.472,72.0,19.6,6
b24a4e65-339d-4541-a192-49bfcf9ae9e3,East Veronicaport,2,Low,2617,1,21.87,73.0,22.7,9
551e7a89-a2ae-44d8-881c-56c3dca67c53,Mitchellchester,5,Low,2652,1,22.41,70.0,16.0,11
d8661575-8023-44ad-a0a0-7804567fff98,Lake Kristy,2,Medium,1483,1,29.41,,27.8,12
3c20740a-ce05-42de-9b46-0e22feecacb1,Port Coreyview,4,Low,2211,0,57.216,60.0,32.7,6
d659a025-65e3-4a66-b358-6a014d1a5303,Whitehaven,1,Low,2032,1,43.2,70.0,21.5,2
2c2fd387-b537-45b1-a454-ffaa7d6bb010,Robertshire,4,Low,1416,0,19.95,75.0,31.1,3
4b13f481-be5f-4f2c-9868-71050d5be89e,Port Johnhaven,5,Low,2827,0,27.85,64.0,17.5,2
f78a2fc2-81ec-49ae-9c70-022a7e755314,Ingramview,4,Medium,2873,0,20.32,78.0,29.5,3
64be2a52-7526-4c87-8b1d-20aa8ffd592c,South Jasonport,4,Medium,2926,1,28.51,69.0,16.6,3
9e9e4ba2-442c-425d-a6bc-36be3e07e8e7,Jacobsview,4,Low,1811,0,41.44,79.0,20.2,9
5bf2317d-6ab6-4444-9718-496b4e1ac129,Martinchester,5,Low,2817,1,51.24,74.0,22.2,8
dff7e306-0ed1-4191-b925-908a4fb8c254,Martinezmouth,4,Low,927,0,44.21,,18.1,5
7dad6dbe-28ac-41b4-98d3-a8ba9b952fec,North Jennifer,2,Medium,1212,0,56.832,62.0,18.7,7
5a1518b4-c3e3-4e2c-ad70-89d401540dac,West Elizabeth,5,Low,2984,0,31.7,73.0,29.0,4
6d930b30-860c-46ca-adc2-621768e0d88c,Coreymouth,4,Medium,2157,0,54.696,76.0,16.9,8
a087dc87-929d-4d79-8919-9752cd98bf2e,Robertberg,5,Low,1370,0,41.66,66.0,33.7,5
8f71a5e5-5233-40ad-ba33-1ba7f6929c8c,Wrightside,3,Low,940,0,35.63,73.0,30.4,12
f18ae124-b4fb-4823-990c-4df213359f88,Sarahton,2,High,2739,1,26.24,69.0,22.1,12
197039cd-1c51-45fc-a54c-d371c0f84985,Port Jennifer,4,Medium,850,0,48.94,,27.6,11
d570d3cd-7913-4465-aa27-663d444d8b1b,Lake Edward,3,Low,2228,0,47.61,73.0,29.4,12
97192898-da99-4061-ad4d-8eaa6d5bf2a8,Mendeztown,3,High,2160,1,24.95,73.0,26.9,10
f985e8b0-2c98-4201-9b2f-23de5abd11d2,East Sara,5,Medium,1165,0,26.18,69.0,27.4,10
40a2262a-9dd0-49ac-b2e6-6c9336e664c6,New Melissatown,3,High,2734,1,19.38,74.0,33.3,3
cc6fe93f-1ab8-462f-b240-25d0ead54fd7,Lambmouth,2,Medium,2803,0,32.19,77.0,32.6,1
ed1f8f0c-5672-4a07-aff1-eeb7751ae361,New Catherine,2,Medium,1057,1,43.51,60.0,33.3,3
faa8fe82-215e-4180-9d3d-d7e65fe76565,Atkinsonbury,1,High,844,1,18.35,62.0,32.7,3
44020445-3da0-411b-a4e2-76f510030cc2,Latashachester,2,Low,1068,0,43.15,68.0,28.7,5
dfe281dc-64d4-40b8-a30a-1b27afb5e9a8,South Christopher,3,Medium,2134,0,20.63,69.0,24.8,5
3e55a938-a59b-45aa-8da1-bf5a28a815ff,South Taraton,2,Medium,1471,1,39.252,64.0,24.7,7
88ec5873-d011-4cb4-8d3c-ecc3130dc937,New Lindsey,5,Low,2101,0,46.27,64.0,30.4,3
7276b207-c354-4f9b-bc62-81ff30070989,Davismouth,1,Low,2992,0,41.891999999999996,74.0,33.5,8
d25dcd5d-6cb6-4027-8862-c819076ee6ec,West Frances,3,Low,2789,0,42.33,63.0,16.8,2
